correlation,epoch,group,improvement_over_global_mean,improvement_over_layerwise_mean,improvement_over_zero,normalized_mse,optimizer_step,power_ratio,subset_size
-0.0002482950636846226,1,same_speaker_unseen_utterance_unseen_channel,0.011743465537960036,-0.018978278491247495,-0.01897791028022766,1.0189779102802277,4,0.01902124560001539,16
0.00043206456285815875,1,seen_utterance_unseen_channel,-0.11616359586291451,-0.01886044289054651,-0.018847495317459106,1.018847495317459,4,0.01905266713038145,16
-0.00019940668914841808,1,unseen_speaker_unseen_utterance_unseen_channel,0.006413157168142947,-0.01730427976922789,-0.017277400940656662,1.0172774009406567,4,0.01725007576897042,16
0.0003229116097145379,2,same_speaker_unseen_utterance_unseen_channel,0.011445402264488373,-0.019285607601344353,-0.019285239279270172,1.0192852392792702,8,0.0194401380031195,16
0.0011091955242790164,2,seen_utterance_unseen_channel,-0.11341659760791548,-0.01635291812528653,-0.016340002417564392,1.0163400024175644,8,0.016667286423398764,16
0.00028470669397506754,2,unseen_speaker_unseen_utterance_unseen_channel,0.006794271878002687,-0.016914067652168956,-0.016887199133634567,1.0168871991336346,8,0.01699260249733925,16
0.0009535002562870432,4,same_speaker_unseen_utterance_unseen_channel,0.010738442266932262,-0.020014544730673874,-0.02001417614519596,1.020014176145196,16,0.020267378638891387,16
0.003124925853796867,4,seen_utterance_unseen_channel,-0.11202111351592378,-0.015079087348791653,-0.01506618782877922,1.0150661878287792,16,0.015822251445570146,16
0.0007658366779423886,4,unseen_speaker_unseen_utterance_unseen_channel,0.006227344462850832,-0.017494527920854385,-0.017467644065618515,1.0174676440656185,16,0.017646093656367157,16
0.0018831881823189178,8,same_speaker_unseen_utterance_unseen_channel,0.011216267342386347,-0.01952186559744538,-0.019521497189998627,1.0195214971899986,32,0.019859282270772383,16
0.00752158088653232,8,seen_utterance_unseen_channel,-0.10915001060569461,-0.012458276928578215,-0.012445410713553429,1.0124454107135534,32,0.014060683342904667,16
0.0017911939777377484,8,unseen_speaker_unseen_utterance_unseen_channel,0.006582063420565557,-0.01713134163633196,-0.017104467377066612,1.0171044673770666,32,0.01739085626650194,16
0.0037147859086417157,16,same_speaker_unseen_utterance_unseen_channel,0.011864306028158,-0.018853681455579033,-0.01885331328958273,1.0188533132895827,64,0.019353109817529912,16
0.015399313160742167,16,seen_utterance_unseen_channel,-0.10603845760418855,-0.009617977996645277,-0.009605147875845432,1.0096051478758454,64,0.012621029324691335,16
0.003668062599217592,16,unseen_speaker_unseen_utterance_unseen_channel,0.007180172171018913,-0.016518955717583845,-0.01649209763854742,1.0164920976385474,64,0.016951433364738477,16
0.00820354705095383,32,same_speaker_unseen_utterance_unseen_channel,0.013364005293540582,-0.017307361322693705,-0.01730699371546507,1.017306993715465,128,0.01820604995737085,16
0.03817343560513109,32,seen_utterance_unseen_channel,-0.10152591712761717,-0.005498824670410368,-0.0054860468953847885,1.0054860468953848,128,0.01299876861867233,16
0.008376805090165362,32,unseen_speaker_unseen_utterance_unseen_channel,0.008749192148581796,-0.014912482413580709,-0.014885666780173779,1.0148856667801738,128,0.015744647902465658,16
0.022391630118363537,64,same_speaker_unseen_utterance_unseen_channel,0.016769127452437246,-0.013796384775077265,-0.013796018436551094,1.013796018436551,256,0.016104185133372084,16
0.12077639694325626,64,seen_utterance_unseen_channel,-0.08371873050228357,0.010755995070145215,0.010768566280603409,0.9892314337193966,256,0.016107358889712486,16
0.023254906904981,64,unseen_speaker_unseen_utterance_unseen_channel,0.011696494641295277,-0.011894826270846,-0.011868090368807316,1.0118680903688073,256,0.01415353547236009,16
0.0008823275511531392,1,same_speaker_unseen_utterance_unseen_channel,-0.03625216851362542,-0.018619203273118095,-0.018619494512677193,1.0186194945126772,16,0.018807853177349898,64
0.0012268141904030472,1,seen_utterance_unseen_channel,-0.06970296294248121,-0.02059399602655369,-0.020581679418683052,1.020581679418683,16,0.020960638890755945,64
0.00030859294895435596,1,unseen_speaker_unseen_utterance_unseen_channel,-0.035450132884699614,-0.01660866222963579,-0.016582708805799484,1.0165827088057995,16,0.016624579269773676,64
0.0022544184687660618,2,same_speaker_unseen_utterance_unseen_channel,-0.03617477938406304,-0.018543131004328636,-0.01854342222213745,1.0185434222221375,32,0.018843914796889294,64
0.0037956754910624113,2,seen_utterance_unseen_channel,-0.0658986789044671,-0.016964362770517154,-0.016952089965343475,1.0169520899653435,32,0.01770006853439554,64
0.0020936441895287317,2,unseen_speaker_unseen_utterance_unseen_channel,-0.03564915834804915,-0.016804066144918244,-0.01677810773253441,1.0167781077325344,32,0.01703497021480871,64
0.005276212034345917,4,same_speaker_unseen_utterance_unseen_channel,-0.03473770184696261,-0.017130506914979197,-0.01713079772889614,1.0171307977288961,64,0.017711298207359505,64
0.008043120937600179,4,seen_utterance_unseen_channel,-0.06284077501235574,-0.014046844112692412,-0.014034606516361237,1.0140346065163612,64,0.015419745881445124,64
0.004906489466975472,4,unseen_speaker_unseen_utterance_unseen_channel,-0.03440840806542267,-0.015585893057752865,-0.015559965744614601,1.0155599657446146,64,0.016056231108450447,64
0.010483934778221737,8,same_speaker_unseen_utterance_unseen_channel,-0.03294434553291137,-0.015367666522158662,-0.015367956832051277,1.0153679568320513,128,0.016424429120888817,64
0.01738323507743189,8,seen_utterance_unseen_channel,-0.0591659603798376,-0.010540736454411387,-0.010528541170060635,1.0105285411700606,128,0.013292482552060392,64
0.010078693789466797,8,unseen_speaker_unseen_utterance_unseen_channel,-0.03301197894373054,-0.014214873926829623,-0.014188981615006924,1.014188981615007,128,0.015155134586166241,64
0.02159039945377117,16,same_speaker_unseen_utterance_unseen_channel,-0.02955759003618434,-0.012038540378369487,-0.012038829736411572,1.0120388297364116,256,0.014161300870910054,64
0.03694883215939626,16,seen_utterance_unseen_channel,-0.054351267750522174,-0.005947081430145699,-0.005934941582381725,1.0059349415823817,256,0.01143049678830721,64
0.021546298222062887,16,unseen_speaker_unseen_utterance_unseen_channel,-0.029815260500704554,-0.011076324269362605,-0.011050512082874775,1.0110505120828748,256,0.013116713362251176,64
0.044984293729612546,32,same_speaker_unseen_utterance_unseen_channel,-0.02241485628438724,-0.005017348061943562,-0.00501763541251421,1.0050176354125142,512,0.010409735587018076,64
0.10097398015204817,32,seen_utterance_unseen_channel,-0.04144609558731294,0.006365627502837388,0.006377618759870529,0.9936223812401295,512,0.010947065500658937,64
0.045864084606364486,32,unseen_speaker_unseen_utterance_unseen_channel,-0.022666960579451032,-0.004058097713230658,-0.004032464697957039,1.004032464697957,512,0.00950755420490168,64
0.060416546054511855,64,same_speaker_unseen_utterance_unseen_channel,-0.016403199309175297,0.0008920139876675846,0.0008917283266782761,0.9991082716733217,1024,0.01016473033814691,64
0.1549985472811386,64,seen_utterance_unseen_channel,-0.02655601188445838,0.02057212272059751,0.020583942532539368,0.9794160574674606,1024,0.0116090896553942,64
0.060775324766837,64,unseen_speaker_unseen_utterance_unseen_channel,-0.016740688272621977,0.0017603377386723575,0.0017858222126960754,0.9982141777873039,1024,0.0094122807495296,64
0.004652279928166081,1,same_speaker_unseen_utterance_unseen_channel,-0.046103767664252955,-0.016024904760454293,-0.016023578122258186,1.0160235781222582,64,0.01652364668188966,256
0.002735138940579418,1,seen_utterance_unseen_channel,-0.05777364548378137,-0.020071350037462285,-0.0200593750923872,1.0200593750923872,64,0.02043432733262307,256
0.004320532927579279,1,unseen_speaker_unseen_utterance_unseen_channel,-0.044493223569568856,-0.014815452056402766,-0.014788562431931496,1.0147885624319315,64,0.015259504354617093,256
0.011237737461783581,2,same_speaker_unseen_utterance_unseen_channel,-0.0437175859167825,-0.013707333447115024,-0.013706009835004807,1.0137060098350048,128,0.014770188676266116,256
0.012932044666399634,2,seen_utterance_unseen_channel,-0.05076770369502249,-0.013315121491538734,-0.013303225859999657,1.0133032258599997,128,0.014921665093424963,256
0.011190186559360882,2,unseen_speaker_unseen_utterance_unseen_channel,-0.04188074751951546,-0.012277205752936077,-0.012250383384525776,1.0122503833845258,128,0.013281629504490411,256
0.01989605855891341,4,same_speaker_unseen_utterance_unseen_channel,-0.040018085107227624,-0.010114205237585812,-0.010112886317074299,1.0101128863170743,256,0.011841447236292879,256
0.02302041873917915,4,seen_utterance_unseen_channel,-0.04627088391122316,-0.00897858215032891,-0.008966737426817417,1.0089667374268174,256,0.011540461586264428,256
0.01998304266589912,4,unseen_speaker_unseen_utterance_unseen_channel,-0.038417799414800356,-0.008912652334078734,-0.008885919116437435,1.0088859191164374,256,0.010615279030389502,256
0.04245557880517481,8,same_speaker_unseen_utterance_unseen_channel,-0.033880160026094834,-0.004152765331954691,-0.004151454195380211,1.0041514541953802,512,0.008631713442809996,256
0.05474153153045336,8,seen_utterance_unseen_channel,-0.03902679055274058,-0.0019926904867064066,-0.001980927772819996,1.00198092777282,512,0.008945378345742938,256
0.04248101237772062,8,unseen_speaker_unseen_utterance_unseen_channel,-0.03280298926917029,-0.0034573789368273055,-0.0034307902678847313,1.0034307902678847,512,0.007872516105635441,256
0.06769006415561307,16,same_speaker_unseen_utterance_unseen_channel,-0.023660768810888234,0.005772785370652647,0.00577408354729414,0.9942259164527059,1024,0.005405445077485638,256
0.09970827837241814,16,seen_utterance_unseen_channel,-0.02593464181671114,0.01063281393295119,0.010644428431987762,0.9893555715680122,1024,0.005884361075004563,256
0.06614442881982541,16,unseen_speaker_unseen_utterance_unseen_channel,-0.023108274828800655,0.0059618741472078135,0.005988213233649731,0.9940117867663503,1024,0.004983697428542655,256
0.07677628889359767,32,same_speaker_unseen_utterance_unseen_channel,-0.016702588540070246,0.012530895479317253,0.012532184831798077,0.9874678151682019,2048,0.007258017471031053,256
0.11740706907585263,32,seen_utterance_unseen_channel,-0.01741643910541642,0.01884740178612947,0.018858919851481915,0.9811410801485181,2048,0.00806155446844059,256
0.07443308260189951,32,unseen_speaker_unseen_utterance_unseen_channel,-0.016163444667446986,0.012709376955855424,0.012735537253320217,0.9872644627466798,2048,0.006906105703819776,256
0.07953237135734526,64,same_speaker_unseen_utterance_unseen_channel,-0.009907550849949487,0.01913055388353443,0.019131834618747234,0.9808681653812528,4096,0.01315694965160219,256
0.12124645261792466,64,seen_utterance_unseen_channel,-0.010027841606255907,0.025972647019862835,0.0259840814396739,0.9740159185603261,4096,0.014260529875173233,256
0.07689129568643693,64,unseen_speaker_unseen_utterance_unseen_channel,-0.009307219304500635,0.019370792543905477,0.01939677633345127,0.9806032236665487,4096,0.0128220243495889,256
0.028141422254975623,1,same_speaker_unseen_utterance_unseen_channel,-0.04028524742987708,-0.0073344884308970335,-0.007330780848860741,1.0073307808488607,373,0.009812907848754548,full
0.02781072614857294,1,seen_utterance_unseen_channel,-0.04165254669776239,-0.007601919395847086,-0.007589600048959255,1.0075896000489593,373,0.010195503069553524,full
0.027647483202713374,1,unseen_speaker_unseen_utterance_unseen_channel,-0.03815543216017962,-0.006522351828181414,-0.0064976392313838005,1.0064976392313838,373,0.008865889150911244,full
0.05868106706566323,2,same_speaker_unseen_utterance_unseen_channel,-0.03043419616741698,0.002204533398445687,0.002208205871284008,0.997791794128716,746,0.005708654924092116,full
0.06059853748229216,2,seen_utterance_unseen_channel,-0.03130328481994923,0.002409034991461195,0.0024212319403886795,0.9975787680596113,746,0.005973984643787844,full
0.056623291763571615,2,unseen_speaker_unseen_utterance_unseen_channel,-0.0289944220399475,0.002359518039947457,0.0023840125650167465,0.9976159874349833,746,0.00522129243472591,full
0.0807134780970955,4,same_speaker_unseen_utterance_unseen_channel,-0.020629148304443727,0.011699008973765619,0.011702646501362324,0.9882973534986377,1491,0.00412478066937183,full
0.08475251164782094,4,seen_utterance_unseen_channel,-0.021129099805201956,0.012250635611214027,0.012262712232768536,0.9877372877672315,1491,0.004296625951610622,full
0.07593813534094807,4,unseen_speaker_unseen_utterance_unseen_channel,-0.01966199194168178,0.011407584639409416,0.011431857012212276,0.9885681429877877,1491,0.003935067590646213,full
0.08720011726472876,8,same_speaker_unseen_utterance_unseen_channel,-0.01332045066307806,0.018776205557924103,0.018779817037284374,0.9812201829627156,2982,0.007795726764015853,full
0.09180968068540096,8,seen_utterance_unseen_channel,-0.013627362395521337,0.019507148386765292,0.019519136287271976,0.980480863712728,2982,0.008095705130472197,full
0.08142002898239298,8,unseen_speaker_unseen_utterance_unseen_channel,-0.012450271198666549,0.018399560887016043,0.018423661589622498,0.9815763384103775,2982,0.007681335446250159,full
0.08970096496341284,16,same_speaker_unseen_utterance_unseen_channel,-0.006540350173094872,0.025341548165118646,0.02534513548016548,0.9746548645198345,5964,0.01576912831296795,full
0.09413792833220214,16,seen_utterance_unseen_channel,-0.006789985068111823,0.02612101837688056,0.026132925413548946,0.973867074586451,5964,0.01620136717610876,full
0.08349199350050185,16,unseen_speaker_unseen_utterance_unseen_channel,-0.0058684896722028075,0.02478079245987499,0.024804736487567425,0.9751952635124326,5964,0.015679265748985927,full
0.09246735672968498,32,same_speaker_unseen_utterance_unseen_channel,-0.0020441509718253006,0.029695331450505083,0.029698902741074562,0.9703010972589254,11928,0.025624394016631413,full
0.0970067671732977,32,seen_utterance_unseen_channel,-0.002178110610816159,0.030582135061052704,0.030593987554311752,0.9694060124456882,11928,0.02617813830875093,full
0.08569042273848027,32,unseen_speaker_unseen_utterance_unseen_channel,-0.0017555917568977141,0.028768368456976143,0.028792214579880238,0.9712077854201198,11928,0.025621111131840735,full
0.09396060469953227,64,same_speaker_unseen_utterance_unseen_channel,-0.00023499907201647476,0.03144717894424795,0.03145074378699064,0.9685492562130094,23856,0.031122817385039525,full
0.09820310221402906,64,seen_utterance_unseen_channel,-0.000288189379710781,0.03241027657139192,0.032422106713056564,0.9675778932869434,23856,0.03178348385154095,full
0.08703146584593924,64,unseen_speaker_unseen_utterance_unseen_channel,-0.0002409397474358401,0.030236868313103297,0.030260678380727768,0.9697393216192722,23856,0.03086535242437094,full
